CollectingEvent,Chakra,Tree,Dist,Ht,Diam,Trt,Branch,Date,Fruit (y/n) ,Size (if Y for Fruit),Notes
2518,CC2,17,218,150,1,H,A1E,11/18/2016,N,,
2518,CC2,17,151,176,5,O,A2,11/18/2016,N,,
2518,CC2,17,214,200,2.5,O,A2C-D,11/18/2016,N,,
2518,CC2,17,214,200,2.5,O,A2C-D,11/18/2016,N,,
2518,CC2,17,218,203,3,H,A2C-D,11/18/2016,N,,
2518,CC2,17,150,181,3.5,O,A2-3,11/18/2016,N,,
2518,CC2,17,150,134,3,H,B1A,11/18/2016,Y,1,
2518,CC2,17,183,155,1.75,O,B1A4-5,11/18/2016,N,,
2518,CC2,17,232,182,1.5,O,B1D,11/18/2016,N,,
2518,CC2,17,233,182,1.5,H,B1D,11/18/2016,Y,1.05,
2518,CC2,17,68,135,5,O,B1-2,11/18/2016,Y,0.75,
2519,CC1,1,42,132,8,O,A,11/18/2016,N,,
2519,CC1,1,94,176,1,H,A1A,11/18/2016,N,,
2519,CC1,1,84,176,1.5,O,A1D-E,11/18/2016,N,,
2519,CC1,1,103,192,7,O,A2-3,11/18/2016,N,,
2519,CC1,1,116,166,8,H,B2-3,11/18/2016,N,,
2519,CC1,1,126,175,7.5,O,B2-3,11/18/2016,N,,
2519,CC1,1,126,175,7.5,O,B2-3,11/18/2016,N,,
2519,CC1,1,352,164,0.75,H,B5F,11/18/2016,N,,
2519,CC1,1,356,156,1.25,O,B5F-G,11/18/2016,N,,
2519,CC1,1,51,131,3,O,C1,11/18/2016,N,,
2519,CC1,1,84,136,4,H,C2-3,11/18/2016,Y,1.1,
2519,CC1,1,224,148,0.5,O,C5B2,11/18/2016,N,,
2519,CC1,16,72,150,6.5,O,A,11/18/2016,N,,
2519,CC1,16,103,181,1,H,A2B,11/18/2016,N,,
2519,CC1,16,116,186,2,O,B1A-B,11/18/2016,Y,0.95,
2519,CC1,16,170,153,0.75,O,B1A3,11/18/2016,N,,
2519,CC1,16,201,147,0.75,H,B1A7-8,11/18/2016,Y,0.8,
2519,CC1,16,117,174,1.75,O,B2,11/18/2016,N,,
2519,CC1,16,119,175,1.75,O,B2A-B,11/18/2016,N,,
2519,CC1,16,168,200,1,H,B2E,11/18/2016,N,,
2519,CC1,16,143,182,0.5,O,B3,11/18/2016,N,,
2519,CC1,16,126,179,2.5,O,B4-5,11/18/2016,N,,
2519,CC1,16,131,180,2.5,H,B4-5,11/18/2016,N,,
2519,CC1,16,199,162,0.75,O,B9,11/18/2016,N,,
2519,CC1,14,116,89,3.5,O,A1A-B,11/18/2016,N,,
2519,CC1,14,135,99,3.5,H,A1A-B,11/18/2016,N,,
2519,CC1,14,184,120,0.75,O,A1C1,11/18/2016,N,,
2519,CC1,14,224,126,1,O,A1C3,11/18/2016,N,,
2519,CC1,14,236,145,1.25,H,A1F2-3,11/18/2016,N,,
2519,CC1,14,238,146,1.25,O,A1F2-3,11/18/2016,N,,
2519,CC1,14,223,134,2.25,O,A1H-I,11/18/2016,N,,
2519,CC1,14,223,134,2.25,O,A1H-I,11/18/2016,N,,
2519,CC1,14,238,144,2.25,H,AIJ-K,11/18/2016,N,,
2519,CC1,14,20,51,8,O,B1-2,11/18/2016,N,,
2519,CC1,14,20,51,8,O,B1-2,11/18/2016,N,,
2519,CC1,14,29,61,7,H,B1-2,11/18/2016,N,,
2519,CC1,14,29,61,7,H,B1-2,11/18/2016,Y,CW,0.9
2519,CC1,14,157,135,3.5,O,B1B-C,11/18/2016,Y,0.85,
2519,CC1,14,190,155,3.5,O,B1E,11/18/2016,N,,
2519,CC1,7,59,150,5.5,O,A1A,11/18/2016,N,,
2519,CC1,7,95,162,5.5,H,A1A,11/18/2016,N,,
2519,CC1,7,171,204,5,O,A1A1-2,11/18/2016,Y,0.9,
2519,CC1,7,69,160,7,O,A1A-B,11/18/2016,N,,
2519,CC1,7,65,161,9.5,H,A1-2,11/18/2016,Y,0.75,
2519,CC1,7,98,178,8,O,A1-2,11/18/2016,N,,
2519,CC1,7,118,188,8,O,A1-2,11/18/2016,N,,
2519,CC1,7,22,127,5.5,H,B1,11/18/2016,Y,1.15,
2519,CC1,7,63,173,8,O,B1-2,11/18/2016,N,,
2519,CC1,7,105,204,3,O,B2,11/18/2016,N,,
2519,CC1,7,129,175,6,H,C1-2,11/18/2016,Y,CW,
2519,CC1,7,129,175,6,H,C1-2,11/18/2016,N,,
2519,CC1,7,129,175,6,H,C1-2,11/18/2016,N,,
2519,CC1,7,153,188,1.5,O,C2A,11/18/2016,N,,
2519,CC1,7,162,195,1,O,C2B,11/18/2016,N,,
2519,CC1,7,176,188,2.5,O,C1B-C,11/18/2016,N,,
2519,CC1,7,172,186,3.5,O,C2-3,11/18/2016,N,,
2519,CC1,7,241,191,1.25,O,C5A-B,11/18/2016,N,,
2519,CC1,15,52,150,3,O,A,11/18/2016,N,,
2519,CC1,15,151,196,1,H,B1B3C-D,11/18/2016,N,,
2519,CC1,15,65,174,1.25,O,B1B10-11,11/18/2016,N,,
2519,CC1,15,201,186,7.5,O,B2-3,11/18/2016,Y,0.9,
2519,CC1,17,67,84,13,O,A,11/18/2016,N,,
2519,CC1,17,72,90,13,H,A,11/18/2016,Y,0.9,
2519,CC1,17,102,111,10,O,A,11/18/2016,N,,
2519,CC1,17,122,134,10,O,A,11/18/2016,N,,
2519,CC1,17,38,56,12,H,B,11/18/2016,Y,0.95,
2519,CC1,17,38,56,12,H,B,11/18/2016,Y,1.05,
2519,CC1,17,72,93,14,O,B,11/18/2016,Y,1,
2519,CC1,17,93,113,11,O,B,11/18/2016,Y,0.6,
2519,CC1,17,109,129,12,O,B,11/18/2016,N,,
2519,CC1,17,161,158,5,O,B1,11/18/2016,Y,0.9,
2519,CC1,17,201,155,5,H,B1,11/18/2016,N,,
2519,CC1,17,246,157,3.5,O,B1A,11/18/2016,N,,
2519,CC1,6,101,188,2.5,O,A1,11/18/2016,N,,
2519,CC1,6,29,183,5,H,A2,11/18/2016,Y,0.9,
2519,CC1,6,35,184,5,O,A2,11/18/2016,N,,
2519,CC1,6,40,185,5,O,A2,11/18/2016,N,,
2519,CC1,6,130,157,2,H,A2A,11/18/2016,N,,
2519,CC1,6,63,186,3.5,O,A2B,11/18/2016,N,,
2519,CC1,6,102,160,2,O,A2B3,11/18/2016,N,,
2519,CC1,6,104,191,4,H,A3-4,11/18/2016,Y,1.1,
2519,CC1,6,115,189,3.5,O,A3-4,11/18/2016,N,,
2519,CC1,6,115,189,3.5,O,A3-4,11/18/2016,N,,
2519,CC1,6,74,185,3.5,H,B,11/18/2016,Y,0.8,
2519,CC1,6,114,186,1.75,O,B1,11/18/2016,Y,1,
2520,SJ2,14,-,74,6,O,MT,11/18/2016,N,,
2520,SJ2,14,-,82,5.5,H,MT,11/18/2016,Y,0.55,
2520,SJ2,14,-,88,5.5,O,MT,11/18/2016,N,,
2520,SJ2,14,-,91,5.5,O,MT,11/18/2016,N,,
2520,SJ2,14,-,97,6,H,MT,11/18/2016,Y,0.5,
2520,SJ2,14,-,109,5.5,O,MT,11/18/2016,N,,
2520,SJ2,14,-,109,5.5,O,MT,11/18/2016,N,,
2520,SJ2,14,66,160,3,H,A,11/18/2016,Y,0.65,
2520,SJ2,14,75,166,3,O,A,11/18/2016,N,,
2520,SJ2,14,114,183,3.5,O,A3-4,11/18/2016,N,,
2520,SJ2,14,116,185,3,H,A3-4,11/18/2016,N,,
2520,SJ2,14,40,44,4,O,B1-2,11/18/2016,N,,
2520,SJ2,15,184,139,0.75,O,B2A2A-B,11/18/2016,N,,
2520,SJ2,15,150,178,2.5,H,B2B-C,11/18/2016,N,,
2520,SJ2,15,150,178,2.5,H,B2B-C,11/18/2016,N,,
2520,SJ2,15,151,177,2.5,O,B2B-C,11/18/2016,N,,
2520,SJ2,15,157,176,2.5,O,B2B-C,11/18/2016,N,,
2520,SJ2,15,196,183,1,O,B2C1-2,11/18/2016,N,,
2520,SJ2,15,200,183,1,O,B2C2-3,11/18/2016,N,,
2520,SJ2,15,203,183,1,H,B2C2-3,11/18/2016,N,,
2520,SJ2,15,207,183,1.75,O,B2C4-5,11/18/2016,N,,
2520,SJ2,15,201,151,2,O,B2D-E,11/18/2016,N,,
2520,SJ2,15,221,137,1.5,H,B2F-G,11/18/2016,N,,
2520,SJ2,15,154,163,1,O,B3B-C,11/18/2016,N,,
2520,SJ2,7,174,155,2.5,O,C1A2,11/18/2016,N,,
2520,SJ2,7,200,135,1.75,H,C1A2-3,11/18/2016,N,,
2520,SJ2,7,142,163,3,O,C1B,11/18/2016,N,,
2520,SJ2,7,216,156,4.5,O,C1B1,11/18/2016,N,,
2520,SJ2,7,238,144,1.25,H,C1B1C-D,11/18/2016,N,,
2520,SJ2,7,254,140,1,O,C1B1D,11/18/2016,N,,
2520,SJ2,7,260,140,0.75,O,C1B1D,11/18/2016,N,,
2520,SJ2,7,150,163,3,H,C1B-C,11/18/2016,N,,
2520,SJ2,7,189,158,2,O,C1C-D,11/18/2016,N,,
2520,SJ2,7,204,162,1.5,O,C1C-D,11/18/2016,N,,
2520,SJ2,7,218,164,1.5,H,C1F-G,11/18/2016,N,,
2520,SJ2,7,221,164,1.5,O,C1F-G,11/18/2016,N,,
2520,SJ2,6,212,158,1,O,A2A2B,11/18/2016,N,,
2520,SJ2,6,163,164,2,H,A2A3,11/18/2016,N,,
2520,SJ2,6,180,167,0.75,O,A2A3A,11/18/2016,N,,
2520,SJ2,6,181,159,0.75,O,A2A3A-B,11/18/2016,N,,
2520,SJ2,6,186,158,0.75,H,A2A3A-B,11/18/2016,Y,0.65,
2520,SJ2,6,200,153,1.25,O,A2A3A-B,11/18/2016,N,,
2520,SJ2,6,196,164,1,O,A2A4A-B,11/18/2016,Y,0.5,
2520,SJ2,6,202,167,1,H,A2A4A-B,11/18/2016,N,,
2520,SJ2,6,196,155,1,O,A2A4-5,11/18/2016,N,,
2520,SJ2,6,205,150,1,O,A2A4-5,11/18/2016,N,,
2520,SJ2,6,210,148,0.75,H,A2A4-5,11/18/2016,N,,
2520,SJ2,6,117,175,0.75,O,A4A,11/18/2016,N,,
2520,SJ2,9,10,156,9,O,A,11/18/2016,N,,
2520,SJ2,9,22,165,8,H,A,11/18/2016,N,,
2520,SJ2,9,23,163,8,O,A,11/18/2016,N,,
2520,SJ2,9,52,167,6,O,A1-2,11/18/2016,N,,
2520,SJ2,9,207,156,2,H,A3B-C,11/18/2016,Y,0.35,
2520,SJ2,9,171,165,3,O,A4-5,11/18/2016,N,,
2520,SJ2,9,257,158,1.5,O,A5A-B,11/18/2016,N,,
2520,SJ2,9,278,148,1,H,A5B-C,11/18/2016,N,,
2520,SJ2,9,40,166,5.5,O,B,11/18/2016,N,,
2520,SJ2,9,103,180,3,O,B1,11/18/2016,N,,
2520,SJ2,9,107,180,4,H,B1-2,11/18/2016,N,,
2520,SJ2,9,159,181,1.75,O,B3,11/18/2016,N,,
2520,SJ2,17,296,144,1,O,A1E2,11/18/2016,N,,
2520,SJ2,17,289,133,1,H,A1E2,11/18/2016,N,,
2520,SJ2,17,304,134,1,O,A1B1C,11/18/2016,N,,
2520,SJ2,17,278,128,2,O,A1G,11/18/2016,Y,0.5,
2520,SJ2,17,229,173,1.75,H,A3A1,11/18/2016,N,,
2520,SJ2,17,200,197,1.75,O,A3A2,11/18/2016,N,,
2520,SJ2,17,215,194,1.5,O,A3A2A-B,11/18/2016,N,,
2520,SJ2,17,266,178,0.75,H,A3A2C-D,11/18/2016,N,,
2520,SJ2,17,200,171,1.25,O,A3A4,11/18/2016,N,,
2520,SJ2,17,267,155,0.75,O,A3A5A,11/18/2016,N,,
2520,SJ2,17,305,150,1,H,A4B1C,11/18/2016,N,,
2520,SJ2,17,370,132,0.5,O,A4B1I,11/18/2016,N,,
2520,SJ2,16,212,134,1.75,O,A1A3A-B,11/18/2016,N,,
2520,SJ2,16,224,124,1.75,H,A1A3-4,11/18/2016,N,,
2520,SJ2,16,224,124,1.75,H,A1A3-4,11/18/2016,N,,
2520,SJ2,16,240,124,1.25,O,A1A7-8,11/18/2016,N,,
2520,SJ2,16,267,120,1,O,A1A8,11/18/2016,Y,0.55,
2520,SJ2,16,277,114,1,O,A1A8-9,11/18/2016,N,,
2520,SJ2,16,284,113,1,O,A1A8-9,11/18/2016,N,,
2520,SJ2,16,163,152,1.25,H,A1B,11/18/2016,N,,
2520,SJ2,16,158,158,2,O,A1B-C,11/18/2016,N,,
2520,SJ2,16,212,142,1.25,O,A1C-D,11/18/2016,Y,0.4,
2520,SJ2,16,223,134,1.5,H,A1E-F,11/18/2016,N,,
2520,SJ2,16,142,114,2.5,O,A2B-C,11/18/2016,N,,
2520,SJ2,2,-,76,8,O,MT,11/18/2016,N,,
2520,SJ2,2,-,82,8,H,MT,11/18/2016,Y,0.75,
2520,SJ2,2,-,114,8,O,MT,11/18/2016,N,,
2520,SJ2,2,-,114,8,O,MT,11/18/2016,N,,
2520,SJ2,2,-,119,8,H,MT,11/18/2016,N,,
2520,SJ2,2,68,156,3,O,A1,11/18/2016,N,,
2520,SJ2,2,68,156,3,O,A1,11/18/2016,N,,
2520,SJ2,2,102,151,2.5,H,A1A-B,11/18/2016,N,,
2520,SJ2,2,63,167,8,O,A1-2,11/18/2016,N,,
2520,SJ2,2,65,170,7,O,A1-2,11/18/2016,N,,
2520,SJ2,2,24,150,6.5,H,B,11/18/2016,N,,
2520,SJ2,2,61,175,6.5,O,B1-2,11/18/2016,N,,
2521,SJ1,1,141,172,17,O,A1-2,11/18/2016,N,,
2521,SJ1,1,148,174,17,H,A1-2,11/18/2016,Y,0.45,
2521,SJ1,1,480,173,2.5,O,A4A,11/18/2016,N,,
2521,SJ1,1,501,167,1.75,O,A4A1,11/18/2016,N,,
2521,SJ1,1,511,176,1.5,H,A4A1,11/18/2016,N,,
2521,SJ1,1,521,181,1.5,O,A4A1,11/18/2016,N,,
2521,SJ1,1,501,164,2,O,A4A1-2,11/18/2016,N,,
2521,SJ1,1,526,148,1.5,H,A9A1-2,11/18/2016,N,,
2521,SJ1,1,535,148,1,O,A4A2,11/18/2016,N,,
2521,SJ1,1,467,182,3.5,O,A4A-B,11/18/2016,N,,
2521,SJ1,1,514,149,1.25,H,A4B,11/18/2016,N,,
2521,SJ1,1,516,147,1.25,O,A4B,11/18/2016,N,,
2521,SJ1,15,81,122,6,O,A2,11/18/2016,N,,
2521,SJ1,15,81,122,6,O,A2,11/18/2016,N,,
2521,SJ1,15,90,122,6,H,A2,11/18/2016,Y,0.85,
2521,SJ1,15,90,122,6,H,A2,11/18/2016,Y,0.85,
2521,SJ1,15,159,137,4,O,A2,11/18/2016,N,,
2521,SJ1,15,171,138,4,O,A2,11/18/2016,N,,
2521,SJ1,15,248,151,2.5,O,A2,11/18/2016,N,,
2521,SJ1,15,260,153,2,H,A2B,11/18/2016,Y,0.7,
2521,SJ1,15,112,137,6,O,A2-3,11/18/2016,N,,
2521,SJ1,15,112,137,6,O,A2-3,11/18/2016,N,,
2521,SJ1,15,251,154,3,H,A3-4,11/18/2016,Y,0.85,
2521,SJ1,15,328,167,1.5,O,A4B-C,11/18/2016,N,,
2521,SJ1,11,68,90,6,O,A,11/18/2016,N,,
2521,SJ1,11,77,99,6,H,A,11/18/2016,N,,
2521,SJ1,11,90,112,6,O,A,11/18/2016,N,,
2521,SJ1,11,90,112,6,O,A,11/18/2016,N,,
2521,SJ1,11,118,139,6,H,A,11/18/2016,N,,
2521,SJ1,11,125,145,3.5,O,A1,11/18/2016,N,,
2521,SJ1,11,167,168,1.5,O,A1A,11/18/2016,N,,
2521,SJ1,11,174,171,1.25,H,A1A,11/18/2016,Y,0.6,
2521,SJ1,11,178,174,0.75,O,A1B,11/18/2016,N,,
2521,SJ1,11,184,178,0.75,O,A1B,11/18/2016,N,,
2521,SJ1,11,167,167,2.5,H,A1C,11/18/2016,Y,0.6,
2521,SJ1,11,198,192,1.25,O,A1E,11/18/2016,N,,
2521,SJ1,7,145,106,0.5,O,B1C,11/18/2016,N,,
2521,SJ1,7,114,109,1,H,B2,11/18/2016,Y,0.6,
2521,SJ1,7,145,86,1.25,O,B4-5,11/18/2016,N,,
2521,SJ1,7,145,86,1.25,O,B4-5,11/18/2016,N,,
2521,SJ1,7,120,173,6,H,A,11/18/2016,Y,0.55,
2521,SJ1,7,120,173,6,H,A,11/18/2016,Y,0.7,
2521,SJ1,7,123,175,6,O,A,11/18/2016,N,,
2521,SJ1,7,125,177,6,O,A,11/18/2016,N,,
2521,SJ1,7,129,181,6,O,A,11/18/2016,N,,
2521,SJ1,7,336,183,0.75,O,A1A-B,11/18/2016,N,,
2521,SJ1,9,-,53,9,O,MT,11/18/2016,N,,
2521,SJ1,9,-,72,9.5,H,MT,11/18/2016,Y,0.5,
2521,SJ1,9,59,169,6,O,A,11/18/2016,N,,
2521,SJ1,9,59,169,6,O,A,11/18/2016,N,,
2521,SJ1,9,97,185,5,H,A,11/18/2016,Y,0.55,
2521,SJ1,9,260,126,1,O,A1C,11/18/2016,N,,
2521,SJ1,9,265,122,0.75,O,A1C,11/18/2016,N,,
2521,SJ1,9,237,138,2.25,H,A3,11/18/2016,Y,CW,
2521,SJ1,9,296,195,1.75,O,A4,11/18/2016,N,,
2521,SJ1,9,292,107,0.5,O,B5D1,11/18/2016,N,,
2521,SJ1,9,232,142,1.25,H,B7,11/18/2016,N,,
2521,SJ1,9,315,84,1,O,B7A-B,11/18/2016,N,,
2521,SJ1,10,59,72,7,O,A1,11/18/2016,Y,0.55,
2521,SJ1,10,59,72,7,O,A1,11/18/2016,N,,
2521,SJ1,10,94,102,5,H,A1,11/18/2016,Y,0.5,
2521,SJ1,10,98,103,5,O,A1,11/18/2016,N,,
2521,SJ1,10,170,138,4.5,H,A1,11/18/2016,Y,0.45,
2521,SJ1,10,182,138,3,O,A1,11/18/2016,N,,
2521,SJ1,10,99,122,8,O,B1,11/18/2016,N,,
2521,SJ1,10,135,125,7,H,B1,11/18/2016,N,,
2521,SJ1,10,287,108,1,O,B1A5,11/18/2016,N,,
2521,SJ1,10,287,108,1,O,B1A5,11/18/2016,N,,
2521,SJ1,10,106,122,12,H,B2-3,11/18/2016,Y,0.55,
2521,SJ1,10,266,179,4,O,B3B,11/18/2016,N,,
2521,SJ1,16,23,101,7,O,A,11/18/2016,N,,
2521,SJ1,16,120,176,4,H,A1A,11/18/2016,N,,
2521,SJ1,16,124,175,4,O,A1A,11/18/2016,N,,
2521,SJ1,16,124,175,4,O,A1A,11/18/2016,N,,
2521,SJ1,16,162,171,2,H,A1A1,11/18/2016,Y,0.6,
2521,SJ1,16,179,153,2,O,A1A2,11/18/2016,N,,
2521,SJ1,16,191,150,1.25,O,A1A2,11/18/2016,N,,
2521,SJ1,16,190,163,2,H,A1A3,11/18/2016,N,,
2521,SJ1,16,202,158,1.75,O,A1A3B,11/18/2016,N,,
2521,SJ1,16,86,161,6,O,A2,11/18/2016,N,,
2521,SJ1,16,136,154,2,H,A2A1,11/18/2016,N,,
2521,SJ1,16,155,145,2,O,A2A1,11/18/2016,N,,
2521,SJ1,17,307,173,1,O,A1D1-2,11/18/2016,N,,
2521,SJ1,17,307,164,2,H,A1E-F,11/18/2016,N,,
2521,SJ1,17,146,157,8,O,B,11/18/2016,N,,
2521,SJ1,17,222,135,1.5,O,B1A,11/18/2016,Y,CW,
2521,SJ1,17,258,107,1.5,H,B1E-F,11/18/2016,N,,
2521,SJ1,17,294,205,1.5,O,B2B,11/18/2016,N,,
2521,SJ1,17,166,174,8.5,O,B2-3,11/18/2016,Y,0.55,
2521,SJ1,17,180,183,5.5,H,B3-4,11/18/2016,N,,
2521,SJ1,17,182,186,5.5,O,B3-4,11/18/2016,N,,
2521,SJ1,17,224,195,2.5,O,B3A-B,11/18/2016,N,,
2521,SJ1,17,282,204,1.5,H,B3A-B,11/18/2016,N,,
2521,SJ1,17,286,202,1.25,O,B3A-B,11/18/2016,N,,
2522,RB1,17,82,175,2.5,O,A1A,11/28/2016,N,,
2522,RB1,17,129,165,2.5,H,A1A2-3,11/28/2016,N,,
2522,RB1,17,190,150,0.5,O,A1B6,11/28/2016,N,,
2522,RB1,17,229,221,1.25,O,A1B7A2-3,11/28/2016,N,,
2522,RB1,17,185,176,0.25,H,A1C3B-C,11/28/2016,N,,
2522,RB1,17,185,176,0.25,H,A1C3B-C,11/28/2016,N,,
2522,RB1,17,177,198,0.75,O,A1B3,11/28/2016,N,,
2522,RB1,17,192,178,1.75,O,A2I-J,11/28/2016,N,,
2522,RB1,17,109,182,1.5,O,B1A,11/28/2016,N,,
2522,RB1,17,131,175,4.5,O,A3-4,11/28/2016,N,,
2522,RB1,17,294,192,0.75,H,A13B,11/28/2016,N,,
2522,RB1,17,296,182,0.75,O,A13C,11/28/2016,N,,
2522,RB1,13,152,151,1.25,O,A1A1,11/28/2016,N,,
2522,RB1,13,205,173,1.25,H,A1A6,11/28/2016,N,,
2522,RB1,13,186,175,1,O,A1A7,11/28/2016,Y,1.4,
2522,RB1,13,184,175,1.5,O,A1A8-9,11/28/2016,N,,
2522,RB1,13,285,186,1.75,H,A2E2-3,11/28/2016,N,,
2522,RB1,13,317,200,1.5,O,A2E5-6,11/28/2016,N,,
2522,RB1,13,336,190,1.25,O,A2H2-3,11/28/2016,N,,
2522,RB1,13,303,199,1.5,H,A2K,11/28/2016,N,,
2522,RB1,13,310,202,1.5,O,A2K,11/28/2016,N,,
2522,RB1,13,325,173,1.25,O,B3A5,11/28/2016,N,,
2522,RB1,13,315,173,2,H,B3A6-7,11/28/2016,N,,
2522,RB1,13,298,152,0.75,O,B6B-C,11/28/2016,N,,
2522,RB1,14,11,122,9,O,A,11/28/2016,N,,
2522,RB1,14,87,176,7,H,A2-3,11/28/2016,N,,
2522,RB1,14,101,188,6,O,A2-3,11/28/2016,N,,
2522,RB1,14,260,165,1,O,A1A3-4,11/28/2016,N,,
2522,RB1,14,116,130,1.5,H,B1A,11/28/2016,N,,
2522,RB1,14,4,115,12,O,C,11/28/2016,N,,
2522,RB1,14,201,222,1.25,O,C5A,11/28/2016,N,,
2522,RB1,14,222,169,1.5,H,D1A5-6,11/28/2016,N,,
2522,RB1,10,236,208,3,O,A4-5,11/28/2016,N,,
2522,RB1,10,249,201,2,H,A6,11/28/2016,N,,
2522,RB1,10,269,192,2,O,A6B-C,11/28/2016,N,,
2522,RB1,10,301,208,1.75,O,A10-11,11/28/2016,N,,
2522,RB1,10,322,216,1.5,H,A13-14,11/28/2016,Y,0.135,
2522,RB1,10,203,182,3,O,B2B-C,11/28/2016,N,,
2522,RB1,10,72,168,6,O,C1-2,11/28/2016,N,,
2522,RB1,10,138,166,4.5,H,C1-2,11/28/2016,N,,
2522,RB1,10,255,188,0.75,O,C1A5,11/28/2016,N,,
2522,RB1,15,160,188,2.75,O,A2C-D,11/28/2016,N,,
2522,RB1,15,214,179,2,H,A2G,11/28/2016,Y,1.2,
2522,RB1,15,224,194,1,O,A2H,11/28/2016,N,,
2522,RB1,15,181,210,5,O,A6-7,11/28/2016,N,,
2522,RB1,15,245,220,0.75,H,A7C3,11/28/2016,N,,
2522,RB1,15,180,129,2,O,C1A5-6,11/28/2016,N,,
2522,RB1,15,227,148,1.5,O,C1C9A,11/28/2016,N,,
2522,RB1,15,105,156,3,H,C1D1-2,11/28/2016,N,,
2522,RB1,15,142,186,2.25,O,C2B1-2,11/28/2016,N,,
2522,RB1,15,266,212,1.25,O,C4E2-3,11/28/2016,N,,
2522,RB1,12,-,73,15,O,MT,11/28/2016,N,,
2522,RB1,12,-,76,16.5,H,MT,11/28/2016,N,,
2522,RB1,12,197,202,4,O,A1E-F,11/28/2016,N,,
2522,RB1,12,286,201,0.75,O,A1F3A,11/28/2016,N,,
2522,RB1,12,200,139,1.75,H,D2G,11/28/2016,N,,
2522,RB1,12,205,135,1.75,O,D2G,11/28/2016,N,,
2522,RB1,12,84,170,9,O,A1,11/28/2016,N,,
2522,RB1,12,230,170,1.25,H,A2B3K-L,11/28/2016,Y,1.2,
2522,RB1,12,231,169,1.25,O,A2B3K-L,11/28/2016,N,,
2522,RB1,18,152,159,0.75,O,A1B,11/28/2016,N,,
2522,RB1,18,245,125,1,H,A3D-E,11/28/2016,Y,1.5,
2522,RB1,18,316,196,1,O,B1G1,11/28/2016,N,,
2522,RB1,18,328,198,0.75,O,B1G2,11/28/2016,N,,
2522,RB1,18,336,178,1,H,B1D5-6,11/28/2016,N,,
2522,RB1,18,229,90,1,O,A5B-C,11/28/2016,N,,
2522,RB1,16,133,202,1,O,A2C,11/28/2016,N,,
2522,RB1,16,169,192,0.75,H,B1A4,11/28/2016,Y,1.1,
2522,RB1,16,150,184,1.25,O,B1A4-5,11/28/2016,N,,
2523,RB2,9,115,146,4.5,O,A2A-B,11/28/2016,N,,
2523,RB2,9,149,158,4,H,A2B,11/29/2016,Y,1.35,
2523,RB2,9,266,162,1,O,A2D1,11/29/2016,N,,
2523,RB2,9,117,140,4.5,O,A3B,11/29/2016,N,,
2523,RB2,9,103,156,5,H,A3B-C,11/29/2016,Y,1.5,
2523,RB2,9,117,158,3,O,A3C,11/29/2016,N,,
2523,RB2,9,78,133,8,O,A4A-B,11/29/2016,N,,
2523,RB2,9,212,128,3,H,A4B1,11/29/2016,Y,1.2,
2523,RB2,9,251,150,1.5,O,A4B1A,11/29/2016,N,,
2523,RB2,9,169,101,3,O,A4B1-2,11/29/2016,N,,
2523,RB2,9,203,102,2.25,H,A4B2,11/29/2016,N,,
2523,RB2,9,209,104,2.25,O,A4B2,11/29/2016,N,,
2523,RB2,15,77,135,5.5,O,A1,11/29/2016,N,,
2523,RB2,15,77,135,5.5,O,A1,11/29/2016,N,,
2523,RB2,15,82,128,5.5,H,A1,11/29/2016,Y,1.45,
2523,RB2,15,82,128,5.5,H,A1,11/29/2016,Y,1.2,
2523,RB2,15,94,132,5.5,O,A1,11/29/2016,N,,
2523,RB2,15,98,129,5.5,O,A1,11/29/2016,N,,
2523,RB2,15,130,124,4,O,A1,11/29/2016,N,,
2523,RB2,15,104,187,5.5,H,B2A,11/29/2016,N,,
2523,RB2,15,110,179,6.5,O,B2A-B,11/29/2016,N,,
2523,RB2,15,116,174,6.5,O,B2A-B,11/29/2016,N,,
2523,RB2,15,172,155,5,H,B2B-C,11/29/2016,Y,1.5,
2523,RB2,15,216,154,0.75,O,B2E,11/29/2016,N,,
2523,RB2,13,91,149,1.75,O,A2,11/29/2016,N,,
2523,RB2,13,97,154,1.75,H,A2,11/29/2016,Y,1.6,
2523,RB2,13,100,157,1.75,O,A2,11/29/2016,N,,
2523,RB2,13,102,159,1.75,O,A2,11/29/2016,Y,1.6,
2523,RB2,13,112,147,2,H,A3,11/29/2016,Y,0.95,
2523,RB2,13,110,141,2.5,O,A3-4,11/29/2016,N,,
2523,RB2,13,141,148,2,O,A5-6,11/29/2016,N,1.6,
2523,RB2,13,148,140,1.25,H,A4A-B,11/29/2016,N,0.95,
2523,RB2,13,154,138,1.25,O,A4A-B,11/29/2016,N,,
2523,RB2,13,154,139,0.75,O,A5,11/29/2016,Y,1.45,
2523,RB2,13,172,156,1.25,H,A6-7,11/29/2016,N,,
2523,RB2,13,193,121,0.75,O,A3B2-3,11/29/2016,N,,
2523,RB2,11,14,113,5.5,O,A,11/29/2016,N,,
2523,RB2,11,47,136,3.5,H,A1,11/29/2016,N,,
2523,RB2,11,82,166,2.5,O,A1B-C,11/29/2016,N,,
2523,RB2,11,41,124,4,O,A1-2,11/29/2016,N,,
2523,RB2,11,48,129,4,H,A1-2,11/29/2016,N,,
2523,RB2,11,51,130,3.5,O,A1-2,11/29/2016,N,,
2523,RB2,11,53,131,3.5,O,A1-2,11/29/2016,N,,
