CollectingEvent,Chakra,Tree,Dist,Ht,Diam,Trt,Branch,Date,Fruit (y/n) ,Size (if Y for Fruit),Notes
2507,CC1,7,85,161,4.5,O,C1,10/30/2016,N,,
2507,CC1,7,145,178,3.5,H,C2-3,10/30/2016,Y,0.5,
2507,CC1,4,120,130,5.5,O,A1-2,10/30/2016,N,,
2507,CC1,4,160,135,5,H,A2-3,10/30/2016,N,,
2507,CC1,4,204,126,3,O,A3,10/30/2016,N,,
2507,CC1,4,219,123,2,O,A3,10/30/2016,N,,
2507,CC1,4,216,138,4,H,A3-4,10/30/2016,N,,
2507,CC1,4,275,133,2,O,A4A-B,10/30/2016,N,,
2507,CC1,4,105,116,8.5,O,B,10/30/2016,N,,
2507,CC1,4,114,125,9,H,B,10/30/2016,N,,
2507,CC1,4,158,153,5.5,O,B2-3,10/30/2016,N,,
2508,SJ2,11,-,101,9.5,O,MT,11/2/2016,N,,
2508,SJ2,11,-,101,9.5,O,MT,11/2/2016,N,,
2508,SJ2,11,-,113,9.5,H,MT,11/2/2016,Y,0.5,
2508,SJ2,11,-,141,8,O,MT,11/2/2016,N,,
2508,SJ2,11,-,141,8,O,MT,11/2/2016,N,,
2508,SJ2,11,-,143,8,H,MT,11/2/2016,Y,ID,
2508,SJ2,11,14,165,5,O,A,11/2/2016,N,,
2508,SJ2,11,30,174,4,H,A,11/2/2016,Y,0.65,
2508,SJ2,11,30,174,4,H,A,11/2/2016,Y,0.45,
2508,SJ2,11,68,188,3.5,O,A2-3,11/2/2016,N,,
2508,SJ2,11,6,157,3.5,O,B,11/2/2016,N,,
2508,SJ2,11,75,180,2,O,B1B-C,11/2/2016,N,,
2508,SJ2,11,124,147,1.25,O,B1C,11/2/2016,N,,
2508,SJ2,11,104,166,2,H,B1C-D,11/2/2016,Y,CW,
2508,SJ2,11,124,155,1.5,O,B1C-D,11/2/2016,N,,
2508,SJ2,3,-,88,11.5,O,MT,11/2/2016,N,,
2508,SJ2,3,-,102,12,H,MT,11/2/2016,Y,0.6,
2508,SJ2,3,198,160,2,O,A1B,11/2/2016,N,,
2508,SJ2,3,204,155,2,O,A1B,11/2/2016,N,,
2508,SJ2,3,247,120,1.5,H,A1B5,11/2/2016,Y,0.5,
2508,SJ2,3,284,83,1.25,O,A1B5-6,11/2/2016,N,,
2508,SJ2,3,298,74,0.75,O,A1B6,11/2/2016,N,,
2508,SJ2,3,297,74,0.75,H,A1B7,11/2/2016,Y,0.7,
2508,SJ2,3,206,158,0.75,O,A1E,11/2/2016,N,,
2508,SJ2,3,210,162,1.75,O,A2A4,11/2/2016,N,,
2508,SJ2,3,212,162,2,H,A2A5,11/2/2016,Y,0.6,
2508,SJ2,3,228,165,1.75,O,A2A5,11/2/2016,N,,
2508,SJ2,3,244,159,1.5,O,A2A5C-D,11/2/2016,N,,
2508,SJ2,3,263,147,1.25,H,A2A5D-E,11/2/2016,N,,
2508,SJ2,3,24,136,10,O,B,11/2/2016,N,,
2508,SJ2,7,35,136,6,O,A,11/2/2016,N,,
2508,SJ2,7,66,150,3,H,A1,11/2/2016,N,,
2508,SJ2,7,83,148,2.5,O,A1,11/2/2016,N,,
2508,SJ2,7,74,154,5,O,A3-4,11/2/2016,N,,
2508,SJ2,7,74,154,5,O,A3-4,11/2/2016,N,,
2508,SJ2,7,91,163,5,H,A4-5,11/2/2016,Y,0.4,
2508,SJ2,7,193,148,2,O,A9,11/2/2016,N,,
2508,SJ2,7,216,145,1.75,H,A9,11/2/2016,Y,0.55,
2508,SJ2,7,224,147,1.75,O,A9,11/2/2016,N,,
2508,SJ2,7,25,123,6.5,O,B,11/2/2016,N,,
2508,SJ2,7,80,128,3.5,H,B1,11/2/2016,Y,0.6,
2508,SJ2,7,80,128,3.5,H,B1,11/2/2016,Y,0.4,
2508,SJ2,7,113,129,3,O,B1,11/2/2016,N,,
2508,SJ2,7,119,132,3,O,B1,11/2/2016,N,,
2508,SJ2,7,76,137,5,O,B1-2,11/2/2016,N,,
2508,SJ2,6,-,71,8,O,MT,11/2/2016,N,,
2508,SJ2,6,-,113,8,H,MT,11/2/2016,Y,0.65,
2508,SJ2,6,74,197,3,O,A1A,11/2/2016,N,,
2508,SJ2,6,127,185,1.5,O,A1C-D,11/2/2016,N,,
2508,SJ2,6,130,135,2.5,H,A2B-C,11/2/2016,N,,
2508,SJ2,6,164,141,1.25,O,A2B-C,11/2/2016,N,,
2508,SJ2,6,168,139,1.25,O,A2B-C,11/2/2016,N,,
2508,SJ2,6,210,140,0.5,O,A3F,11/2/2016,N,,
2508,SJ2,6,134,166,1,O,A4B,11/2/2016,N,,
2508,SJ2,6,135,168,1.25,H,A4B-C,11/2/2016,Y,0.6,
2508,SJ2,6,176,177,0.75,H,A5B-C,11/2/2016,Y,CW,
2508,SJ2,6,178,148,1.25,O,A7A,11/2/2016,N,,
2508,SJ2,6,228,125,0.75,O,A7C-D,11/2/2016,N,,
2508,SJ2,6,87,165,2,H,B1A-B,11/2/2016,Y,0.6,
2508,SJ2,6,161,128,1.25,O,B1B4-5,11/2/2016,N,,
2508,SJ2,9,-,39,12,O,MT,11/2/2016,N,,
2508,SJ2,9,-,51,11.5,H,MT,11/2/2016,Y,0.6,
2508,SJ2,9,-,70,10,O,MT,11/2/2016,N,,
2508,SJ2,9,-,111,10,O,MT,11/2/2016,N,,
2508,SJ2,9,32,160,7,H,B,11/2/2016,Y,0.6,
2508,SJ2,9,100,173,3.5,O,B1,11/2/2016,N,,
2508,SJ2,9,100,173,3.5,O,B1,11/2/2016,N,,
2508,SJ2,9,127,82,4,H,B1-2,11/2/2016,N,,
2508,SJ2,9,187,187,1.25,O,B2,11/2/2016,N,,
2508,SJ2,8,138,103,2,O,A2B,11/2/2016,N,,
2508,SJ2,8,156,137,1.25,H,A2B,11/2/2016,Y,0.55,
2508,SJ2,8,185,143,1.25,O,A2B,11/2/2016,N,,
2508,SJ2,8,155,177,1,O,B1A1,11/2/2016,N,,
2508,SJ2,8,209,138,1,H,B1A1-2,11/2/2016,N,,
2508,SJ2,8,226,134,0.75,O,B1A3,11/2/2016,N,,
2508,SJ2,8,127,152,1,O,B2A3,11/2/2016,N,,
2508,SJ2,8,174,145,1,H,B2A2A-B,11/2/2016,N,,
2508,SJ2,8,180,139,1,O,B2A2A-B,11/2/2016,N,,
2508,SJ2,10,132,53,1,O,A1A1,11/2/2016,N,,
2508,SJ2,10,140,47,1,H,A1A1,11/2/2016,Y,0.5,
2508,SJ2,10,171,39,0.75,O,A1A1,11/2/2016,N,,
2508,SJ2,10,147,56,1.5,O,A1A1-2,11/2/2016,N,,
2508,SJ2,10,82,70,4,H,A2-3,11/2/2016,N,,
2508,SJ2,10,178,114,1.5,O,A7,11/2/2016,N,,
2508,SJ2,10,192,123,0.75,O,A7B,11/2/2016,N,,
2508,SJ2,10,192,123,0.75,O,A7B,11/2/2016,N,,
2508,SJ2,10,196,142,0.5,H,A11,11/2/2016,Y,0.5,
2508,SJ2,1,53,130,5.5,O,A,11/2/2016,N,,
2508,SJ2,1,53,130,5.5,O,A,11/2/2016,N,,
2508,SJ2,1,70,144,4.5,H,A,11/2/2016,Y,0.75,
2508,SJ2,1,84,152,3,O,A1,11/2/2016,N,,
2508,SJ2,1,87,155,3,H,A1,11/2/2016,Y,0.5,
2508,SJ2,1,91,158,3,O,A1,11/2/2016,N,,
2508,SJ2,1,141,158,2,O,A3,11/2/2016,N,,
2508,SJ2,1,147,159,2,H,A3,11/2/2016,N,,
2508,SJ2,1,151,160,1.75,O,A3,11/2/2016,N,,
2509,SJ1,12,36,124,10,O,B,11/2/2016,N,,
2509,SJ1,12,36,124,10,O,B,11/2/2016,N,,
2509,SJ1,12,48,132,10,H,B,11/2/2016,Y,0.75,
2509,SJ1,12,48,132,10,H,B,11/2/2016,Y,0.85,
2509,SJ1,12,64,148,9,O,B,11/2/2016,N,,
2509,SJ1,12,64,148,9,O,B,11/2/2016,N,,
2509,SJ1,12,80,141,8,O,A,11/2/2016,N,,
2509,SJ1,12,145,171,6,H,A,11/2/2016,N,,
2509,SJ1,12,152,173,5,O,A,11/2/2016,N,,
2509,SJ1,12,152,173,5,O,A,11/2/2016,N,,
2509,SJ1,12,156,174,4.5,H,A,11/2/2016,Y,0.65,
2509,SJ1,12,170,177,4.5,O,A,11/2/2016,N,,
2509,SJ1,12,170,177,4.5,O,A,11/2/2016,N,,
2509,SJ1,12,184,180,4.5,H,A,11/2/2016,N,,
2509,SJ1,12,200,185,5,O,A1-2,11/2/2016,N,,
2509,SJ1,4,-,49,9.5,O,MT,11/2/2016,N,,
2509,SJ1,4,-,54,9.5,H,MT,11/2/2016,N,,
2509,SJ1,4,-,59,9.5,O,MT,11/2/2016,N,,
2509,SJ1,4,-,59,9.5,O,MT,11/2/2016,N,,
2509,SJ1,4,-,62,9.5,H,MT,11/2/2016,Y,0.55,
2509,SJ1,4,-,66,9.5,O,MT,11/2/2016,N,,
2509,SJ1,4,-,75,9.5,O,MT,11/2/2016,N,,
2509,SJ1,4,-,79,11,H,MT,11/2/2016,N,,
2509,SJ1,4,-,80,11,O,MT,11/2/2016,N,,
2509,SJ1,4,10,148,7.5,O,B,11/2/2016,N,,
2509,SJ1,4,12,149,8,H,B,11/2/2016,Y,0.6,
2509,SJ1,4,15,154,7,O,B,11/2/2016,Y,0.55,
2509,SJ1,4,72,182,5.5,O,A1-2,11/2/2016,N,,
2509,SJ1,4,75,183,6,H,A1-2,11/2/2016,N,,
2509,SJ1,4,95,186,3.5,O,A3-4,11/2/2016,N,,
2509,SJ1,10,16,46,11,O,A,11/2/2016,N,,
2509,SJ1,10,21,51,11,H,A,11/2/2016,Y,0.65,
2509,SJ1,10,28,58,11,O,A,11/2/2016,N,,
2509,SJ1,10,56,78,9,O,A1-2,11/2/2016,N,,
2509,SJ1,10,72,95,9,H,A1-2,11/2/2016,Y,0.6,
2509,SJ1,10,211,99,3,O,A2A2-3,11/2/2016,N,,
2509,SJ1,10,234,139,2,O,A3,11/2/2016,N,,
2509,SJ1,10,216,136,4.5,H,A3-4,11/2/2016,Y,0.65,
2509,SJ1,10,246,132,3.5,O,A5-6,11/2/2016,N,,
2509,SJ1,10,32,60,15,O,B,11/2/2016,N,,
2509,SJ1,10,36,63,14,H,B,11/2/2016,Y,0.65,
2509,SJ1,10,119,124,7,O,B1,11/2/2016,N,,
2509,SJ1,10,133,126,7,O,B1,11/2/2016,N,,
2509,SJ1,10,200,139,5.5,H,B1A-B,11/2/2016,N,,
2509,SJ1,10,367,110,2.5,O,B1A4-5,11/2/2016,N,,
2509,SJ1,9,47,181,6,O,B,11/2/2016,N,,
2509,SJ1,9,66,197,7,H,B,11/2/2016,Y,0.6,
2509,SJ1,9,180,223,2,O,B2A-B,11/2/2016,N,,
2509,SJ1,9,188,222,1.75,O,B2A2C,11/2/2016,N,,
2509,SJ1,9,189,190,2.5,H,B4,11/2/2016,Y,0.6,
2509,SJ1,9,267,113,0.75,O,B5,11/2/2016,N,,
2509,SJ1,9,267,113,0.75,O,B5,11/2/2016,N,,
2509,SJ1,9,274,121,1,H,B7,11/2/2016,Y,CW,
2509,SJ1,11,21,48,7,O,A,11/2/2016,N,,
2509,SJ1,11,183,178,0.75,H,A1A2,11/2/2016,Y,0.5,
2509,SJ1,11,190,188,2,O,A1C1-2,11/2/2016,N,,
2509,SJ1,11,194,192,1.5,O,A1F-G,11/2/2016,N,,
2509,SJ1,11,206,204,1.5,H,A1F-G,11/2/2016,N,,
2509,SJ1,11,137,145,2,O,A2,11/2/2016,N,,
2509,SJ1,11,133,145,5,O,A1-2,11/2/2016,N,,
2509,SJ1,11,135,160,3.5,H,B1,11/2/2016,N,,
2509,SJ1,11,148,146,1,O,B4,11/2/2016,Y,0.65,
2510,RB1,1,70,157,2.5,O,A1,11/5/2016,N,,
2510,RB1,1,124,148,1.5,H,A1A,11/5/2016,N,,
2510,RB1,1,81,183,5.5,O,A2,11/5/2016,N,,
2510,RB1,1,90,186,5.5,O,A2,11/5/2016,N,,
2510,RB1,1,123,186,2,H,A2B,11/5/2016,N,,
2510,RB1,1,46,139,7.5,O,C,11/5/2016,N,,
2510,RB1,1,201,174,1.5,O,C1C2-3,11/5/2016,N,,
2510,RB1,1,210,193,1,H,C1F,11/5/2016,N,,
2510,RB1,1,213,193,1,O,C1F,11/5/2016,N,,
2510,RB1,1,360,201,0.25,O,C1H,11/5/2016,N,,
2510,RB1,1,372,213,2,H,C1K-L,11/5/2016,N,,
2510,RB1,1,399,222,1.75,O,C1M-N,11/5/2016,N,,
2510,RB1,1,407,225,1.25,O,C1O,11/5/2016,N,,
2510,RB1,1,194,192,0.75,H,C2B4,11/5/2016,N,,
2510,RB1,1,199,198,0.75,O,C2B5-6,11/5/2016,N,,
2510,RB1,1,199,198,0.75,O,C2B5-6,11/5/2016,N,,
2510,RB1,11,29,125,11,O,A,11/5/2016,N,,
2510,RB1,11,61,148,9,H,A2,11/5/2016,Y,0.55,
2510,RB1,11,59,154,8.5,O,A4,11/5/2016,N,,
2510,RB1,11,180,138,0.25,O,A3A1B,11/5/2016,N,,
2510,RB1,11,197,118,1,H,A3A1C-D,11/5/2016,Y,0.5,
2510,RB1,11,218,111,1,O,A3A1E-F,11/5/2016,N,,
2510,RB1,11,146,167,1.75,O,A3A2,11/5/2016,N,,
2510,RB1,11,185,161,1.5,H,A3A2,11/5/2016,Y,0.5,
2510,RB1,11,170,163,2.5,O,B2E-F,11/5/2016,N,,
2510,RB1,11,170,163,2.5,O,B2E-F,11/5/2016,N,,
2510,RB1,11,240,90,0.75,H,C9,11/5/2016,Y,0.55,
2510,RB1,11,247,86,0.75,O,C9,11/5/2016,N,,
2510,RB1,11,190,120,1.5,O,C3,11/5/2016,N,,
2510,RB1,11,190,120,1.5,O,C3,11/5/2016,N,,
2510,RB1,11,72,115,2,H,C4,11/5/2016,Y,0.5,
2510,RB1,5,152,123,0.75,O,A1A,11/5/2016,N,,
2510,RB1,5,194,151,2.5,H,A1C-D,11/5/2016,Y,0.55,
2510,RB1,5,68,67,5,O,A2,11/5/2016,N,,
2510,RB1,5,68,67,5,O,A2,11/5/2016,N,,
2510,RB1,5,215,104,1.25,H,A4D-E,11/5/2016,N,,
2510,RB1,5,146,104,5,O,A4-5,11/5/2016,Y,0.6,
2510,RB1,5,192,191,1.5,O,B10,11/5/2016,N,,
2510,RB1,5,192,191,1.5,O,B10,11/5/2016,N,,
2510,RB1,5,175,169,2.5,H,B4A-B,11/5/2016,N,,
2510,RB1,5,177,165,1.5,O,B2D,11/5/2016,N,,
2510,RB1,5,194,136,2.5,H,B2A,11/5/2016,Y,0.65,
2510,RB1,5,228,187,0.75,O,B2E,11/5/2016,N,,
2510,RB1,10,96,181,5.5,O,A1,11/5/2016,Y,0.5,
2510,RB1,10,136,198,3.5,H,A2,11/5/2016,Y,0.55,
2510,RB1,10,361,197,2,O,A6,11/5/2016,N,,
2510,RB1,10,427,190,1.5,O,A6E-F,11/5/2016,N,,
2510,RB1,10,364,205,2,H,A7-8,11/5/2016,N,,
2510,RB1,10,408,207,1.5,O,A10-11,11/5/2016,N,,
2510,RB1,10,413,192,0.75,O,A6D,11/5/2016,N,,
2510,RB1,10,247,164,1.5,H,B1A4,11/5/2016,N,,
2510,RB1,10,258,177,2,O,B2D-E,11/5/2016,Y,0.55,
2510,RB1,10,88,183,8.5,O,B2-3,11/5/2016,N,,
2510,RB1,10,320,176,1,H,B2A1,11/5/2016,N,,
2510,RB1,10,254,182,0.75,O,B1A3A,11/5/2016,N,,
2510,RB1,7,73,79,1.5,O,OF6,11/5/2016,N,,
2510,RB1,7,39,117,5,H,OF14,11/5/2016,Y,0.55,
2510,RB1,7,207,186,0.5,O,A2G4,11/5/2016,N,,
2510,RB1,7,126,208,7,O,D2,11/5/2016,N,,
2510,RB1,9,127,183,0.25,O,A2A,11/5/2016,N,,
2510,RB1,9,173,188,2.5,H,A2E-F,11/5/2016,Y,0.5,
2510,RB1,9,215,208,0.75,O,A2H,11/5/2016,N,,
2510,RB1,9,47,123,2.5,O,B,11/5/2016,N,,
2510,RB1,9,132,140,1.75,H,C2,11/5/2016,Y,0.45,
2510,RB1,2,10,140,1.5,O,OF3,11/5/2016,N,,
2510,RB1,2,153,193,0.75,H,A3B2,11/5/2016,N,,
2510,RB1,2,190,217,1,O,B1C,11/5/2016,N,,
2510,RB1,2,149,187,1,O,B3A,11/5/2016,N,,
2510,RB1,2,150,186,1,H,B3A,11/5/2016,Y,0.7,
2510,RB1,2,156,211,1.5,O,B3C-D,11/5/2016,N,,
2510,RB1,2,37,193,8,O,C1,11/5/2016,N,,
2510,RB1,2,172,187,0.75,H,C1C3,11/5/2016,Y,0.65,
2510,RB1,2,178,178,1,O,C1D1,11/5/2016,N,,
2510,RB1,2,201,212,1.75,O,D3F,11/5/2016,N,,
2510,RB1,2,202,212,1.75,H,D3F,11/5/2016,N,,
2510,RB1,2,223,211,1.5,O,D3F1-2,11/5/2016,N,,
2511,RB2,1,126,124,9,O,A,11/5/2016,Y,0.6,
2511,RB2,1,198,96,1.5,H,B2B1-2,11/5/2016,Y,0.65,
2511,RB2,1,323,208,1.5,O,A1A5-6,11/5/2016,N,,
2511,RB2,1,283,182,2.5,O,A11,11/5/2016,N,,
2511,RB2,1,297,188,2.5,H,A11A-B,11/5/2016,Y,0.6,
2511,RB2,1,303,192,2.5,O,A11B-C,11/5/2016,N,,
2511,RB2,1,312,197,2.5,O,A11B-C,11/5/2016,N,,
2511,RB2,1,347,197,0.5,H,A11G,11/5/2016,Y,0.55,
2511,RB2,1,364,197,0.5,O,A11G,11/5/2016,Y,0.4,
2511,RB2,3,181,118,0.75,O,A1B,11/5/2016,N,,
2511,RB2,3,190,113,0.75,H,A1B,11/5/2016,N,,
2511,RB2,3,154,129,1,O,A1D,11/5/2016,N,,
2511,RB2,3,144,122,1.75,O,A1E,11/5/2016,N,,
2511,RB2,3,191,147,0.75,H,A1F,11/5/2016,N,,
2511,RB2,3,95,102,4,O,A2-3,11/5/2016,N,,
2511,RB2,3,151,134,3,O,A5-6,11/5/2016,N,,
2511,RB2,3,222,163,1,H,A11,11/5/2016,N,,
2511,RB2,3,232,118,1.5,O,A12,11/5/2016,N,,
2511,RB2,5,106,104,3,O,A1,11/5/2016,N,,
2511,RB2,5,128,106,3,H,A1,11/5/2016,N,,
2511,RB2,5,147,143,5.5,O,A3,11/5/2016,Y,0.6,
2511,RB2,5,257,179,0.75,O,A4B2,11/5/2016,N,,
2511,RB2,5,270,162,0.75,H,A4D-E,11/5/2016,N,,
2511,RB2,5,260,186,0.75,O,A6C,11/5/2016,N,,
2511,RB2,5,297,197,1,O,A6D1,11/5/2016,Y,0.55,
2511,RB2,5,308,198,1.25,H,A7D-E,11/5/2016,N,,
2511,RB2,5,289,147,1,O,B1D,11/5/2016,Y,0.4,
2511,RB2,7,26,125,7,O,A,11/5/2016,N,,
2511,RB2,7,81,155,2.5,H,A1A-B,11/5/2016,Y,0.5,
2511,RB2,7,109,173,1.75,O,A1C,11/5/2016,N,,
2511,RB2,7,46,146,7.5,O,A1-2,11/5/2016,N,,
2511,RB2,7,83,181,6,H,A2-3,11/5/2016,N,,
2511,RB2,7,194,193,4,O,A8-9,11/5/2016,N,,
2511,RB2,7,199,188,3.5,O,A8-9,11/5/2016,N,,
2511,RB2,7,80,161,5.5,H,B1,11/5/2016,N,,
2511,RB2,7,126,176,4,O,B1B,11/5/2016,N,,
2511,RB2,2,-,33,11,O,MT,11/5/2016,N,,
2511,RB2,2,-,43,10,H,MT,11/5/2016,N,,
2511,RB2,2,-,68,10.5,O,MT,11/5/2016,N,,
2511,RB2,2,29,104,6,O,A,11/5/2016,N,,
2511,RB2,2,36,107,6.5,H,A,11/5/2016,N,,
2511,RB2,2,70,128,6,O,A1-2,11/5/2016,N,,
2511,RB2,2,94,145,3.5,O,A2-3,11/5/2016,N,,
2511,RB2,2,123,163,1.75,H,A3,11/5/2016,N,,
2511,RB2,2,132,173,2,O,A4,11/5/2016,N,,
2511,RB2,4,14,36,12,O,B,11/5/2016,N,,
2511,RB2,4,48,66,11,H,B,11/5/2016,Y,0.6,
2511,RB2,4,190,88,3,O,B1B1,11/5/2016,N,,
2511,RB2,4,180,112,1.5,O,B1B3,11/5/2016,N,,
2511,RB2,4,181,97,3.5,H,B1B4-5,11/5/2016,Y,0.5,
2511,RB2,4,192,87,2.5,O,B1B5,11/5/2016,N,,
2511,RB2,4,222,69,1.5,O,B1B6,11/5/2016,N,,
2511,RB2,4,229,63,1.5,H,B1B6,11/5/2016,N,,
2511,RB2,4,240,52,1.5,O,B1B6A-B,11/5/2016,Y,0.4,
2511,RB2,6,84,167,4,O,A1,11/5/2016,N,,
2511,RB2,6,43,149,6,H,A2,11/5/2016,N,,
2511,RB2,6,63,164,5,O,A2,11/5/2016,N,,
2511,RB2,6,57,152,5.5,O,A2-3,11/5/2016,N,,
2511,RB2,6,16,140,6.5,H,B,11/5/2016,N,,
2511,RB2,6,47,149,5.5,O,B2-3,11/5/2016,N,,
2511,RB2,6,47,149,5.5,O,B2-3,11/5/2016,N,,
2511,RB2,6,64,156,5,H,B2-3,11/5/2016,N,,
2511,RB2,6,133,173,3.5,O,B3,11/5/2016,N,,
2511,RB2,8,132,164,7,O,A1,11/5/2016,N,,
2511,RB2,8,211,181,6.5,H,A1A-B,11/5/2016,N,,
2511,RB2,8,86,151,11.5,O,A1-2,11/5/2016,N,,
2511,RB2,8,110,158,10,O,A1-2,11/5/2016,N,,
2511,RB2,8,110,158,10,O,A1-2,11/5/2016,N,,
2511,RB2,8,124,174,9,H,A2,11/5/2016,N,,
2511,RB2,8,134,176,9,O,A2-3,11/5/2016,N,,
2511,RB2,8,150,177,8,H,A2-3,11/5/2016,N,,
2511,RB2,8,170,186,3,O,A3,11/5/2016,N,,
2512,CC1,4,136,138,2,O,A1A,11/6/2016,N,,
2512,CC1,4,147,148,2,H,A1A,11/6/2016,N,,
2512,CC1,4,143,136,1.5,O,A1A-B,11/6/2016,N,,
2512,CC1,4,152,145,2.5,O,A2,11/6/2016,N,,
2512,CC1,4,205,128,3.5,H,A3,11/6/2016,N,,
2512,CC1,4,232,121,2,O,A3,11/6/2016,N,,
2512,CC1,4,73,94,8.5,O,B,11/6/2016,N,,
2512,CC1,4,78,99,8,H,B,11/6/2016,N,,
2512,CC1,4,83,104,8,O,B,11/6/2016,N,,
2512,CC1,2,41,116,16,O,A,11/6/2016,N,,
2512,CC1,2,94,164,15,H,A,11/6/2016,N,,
2512,CC1,2,110,184,15,O,A,11/6/2016,N,,
2512,CC1,2,49,115,15,O,B,11/6/2016,N,,
2512,CC1,2,64,128,15,H,B,11/6/2016,Y,0.5,
2512,CC1,2,70,134,15,O,B,11/6/2016,N,,
2512,CC1,2,168,198,1,O,B1B,11/6/2016,N,,
2512,CC1,2,170,199,1,H,B1B,11/6/2016,Y,0.45,
2512,CC1,2,235,206,5,O,B1D-E,11/6/2016,N,,
2512,CC1,2,382,203,1.5,O,A1J1-2,11/6/2016,N,,
2512,CC1,2,415,183,1,H,A1J5-6,11/6/2016,Y,0.5,
2512,CC1,2,432,163,1.5,O,A1L-M,11/6/2016,N,,
2512,CC1,2,461,137,1.5,O,A1M-N,11/6/2016,N,,
2512,CC1,2,346,193,2,H,A1A7,11/6/2016,N,,
2512,CC1,2,390,172,0.75,O,A1A7A5-6,11/6/2016,N,,
2512,CC1,14,9,44,9,O,A,11/6/2016,N,,
2512,CC1,14,12,45,9.5,H,A,11/6/2016,Y,0.35,
2512,CC1,14,19,52,3.5,O,A1A-B,11/6/2016,N,,
2512,CC1,14,133,98,3,O,A1B-C,11/6/2016,Y,0.45,
2512,CC1,14,220,136,1.25,H,A1G,11/6/2016,Y,0.35,
2512,CC1,14,153,107,7.5,O,A1-2,11/6/2016,N,,
2512,CC1,14,112,125,4.5,O,A2,11/6/2016,N,,
2512,CC1,14,142,145,3,H,A2B-C,11/6/2016,N,,
2512,CC1,14,71,78,5,O,B1,11/6/2016,N,,
2512,CC1,7,110,183,7.5,O,A1-2,11/6/2016,N,,
2512,CC1,7,113,183,8.5,H,A1-2,11/6/2016,Y,0.45,
2512,CC1,7,113,183,8.5,H,A1-2,11/6/2016,Y,0.4,
2512,CC1,7,87,149,3.5,O,B1,11/6/2016,Y,0.4,
2512,CC1,7,84,182,6,O,B1-2,11/6/2016,N,,
2512,CC1,7,98,198,3,O,B2,11/6/2016,N,,
2512,CC1,7,106,203,3,O,B2,11/6/2016,N,,
2512,CC1,7,110,183,2,H,B3,11/6/2016,Y,0.45,
2512,CC1,7,53,142,6,O,C,11/6/2016,N,,
2512,CC1,7,87,158,4,O,C1,11/6/2016,N,,
2512,CC1,7,152,175,2.5,H,C1D-E,11/6/2016,N,,
2512,CC1,7,192,187,3.5,O,C2-3,11/6/2016,N,,
2512,CC1,12,76,147,3,O,A1C,11/6/2016,BC,,
2512,CC1,12,47,135,5.5,H,B1,11/6/2016,N,,
2512,CC1,12,64,172,6,O,B2,11/6/2016,N,,
2512,CC1,11,154,187,3.5,O,A1C,11/6/2016,N,,
2512,CC1,11,147,189,6,H,A1C-D,11/6/2016,Y,0.45,
2512,CC1,11,147,189,6,H,A1C-D,11/6/2016,N,,
2512,CC1,11,119,182,7,O,A5-6,11/6/2016,N,,
2512,CC1,11,52,139,11,O,B1-2,11/6/2016,N,,
2512,CC1,11,103,176,8,O,B2-3,11/6/2016,N,,
2512,CC1,11,103,176,8,O,B2-3,11/6/2016,N,,
2512,CC1,11,117,188,7,H,B3-4,11/6/2016,BC,,
2512,CC1,11,126,196,7,O,B3-4,11/6/2016,BC,,
2512,CC1,3,-,94,13,O,MT,11/6/2016,N,,
2512,CC1,3,-,94,13,O,MT,11/6/2016,N,,
2512,CC1,3,-,99,12,H,MT,11/6/2016,N,,
2512,CC1,3,20,145,10,O,A,11/6/2016,N,,
2512,CC1,3,23,150,10,H,A,11/6/2016,N,,
2512,CC1,3,31,158,10,O,A,11/6/2016,N,,
2512,CC1,3,31,158,10,O,A,11/6/2016,N,,
2512,CC1,3,31,158,10,O,A,11/6/2016,N,,
2512,CC1,3,35,162,10,H,A,11/6/2016,Y,0.35,
2513,CC2,10,35,153,8,O,A,11/6/2016,N,,
2513,CC2,10,88,171,7,H,A,11/6/2016,N,,
2513,CC2,10,88,171,7,H,A,11/6/2016,N,,
2513,CC2,10,194,109,2,O,A2C-D,11/6/2016,N,,
2513,CC2,10,245,77,0.5,O,A2D1,11/6/2016,N,,
2513,CC2,10,190,176,3,O,A4-5,11/6/2016,N,,
2513,CC2,10,257,177,1.75,O,A6A,11/6/2016,N,,
2513,CC2,10,318,204,1,H,A6C,11/6/2016,N,,
2513,CC2,10,107,190,0.25,O,A6E,11/6/2016,N,,
2513,CC2,12,72,148,5,O,A1,11/6/2016,N,,
2513,CC2,12,137,183,3,H,A1A,11/6/2016,N,,
2513,CC2,12,179,191,1.75,O,A1A1B-C,11/6/2016,N,,
2513,CC2,12,179,191,1.75,O,A1A1B-C,11/6/2016,N,,
2513,CC2,12,201,209,2,H,A1D-E,11/6/2016,N,,
2513,CC2,12,31,110,7,O,A,11/6/2016,N,,
2513,CC2,12,137,196,3.5,O,A5-6,11/6/2016,N,,
2513,CC2,12,165,210,2,H,A8-9,11/6/2016,N,,
2513,CC2,12,28,89,3,O,B,11/6/2016,N,,
2513,CC2,8,57,129,1.5,O,A1,11/6/2016,N,,
2513,CC2,8,57,129,1.5,O,A1,11/6/2016,N,,
2513,CC2,8,59,129,4,H,A1-2,11/6/2016,Y,0.45,
2513,CC2,8,65,132,4,O,A1-2,11/6/2016,N,,
2513,CC2,8,138,154,1,H,A3A-B,11/6/2016,N,,
